microsample	total_before_filtering.total_reads	total_after_filtering.total_reads	total_low_quality_reads	total_adapter_trimmed_reads	total_before_filtering.total_bases	total_after_filtering.total_bases	total_adapter_trimmed_bases	percent_before_filtering.gc_content	percent_after_filtering.gc_content	percent_duplication.rate
M301138	3863706	3674586	38718	664836	579555900	539123486	20135198	0.536887	0.52737	0.612097
M301139	23044788	21789418	245438	2995505	3456718200	3224481535	94276849	0.530097	0.518444	0.36172
M301140	8199558	7874752	72698	757138	1229933700	1170351224	22930077	0.522845	0.514363	0.664268
M301141	25554856	24508116	254188	2923019	3833228400	3631916381	78975900	0.528431	0.519826	0.410684
M301142	10003650	9676738	100022	1149153	1500547500	1432188246	28540524	0.534182	0.528481	0.65656
M301143	25415352	24688146	262238	1484842	3812302800	3680805030	37891454	0.523604	0.518628	0.250347
M301144	22040448	21410494	158744	2744482	3306067200	3164865200	65907795	0.516216	0.510101	0.335931
M301145	807632	735684	10864	208919	121144800	106432287	7615276	0.534603	0.514083	0.542215
M301146	20869540	19575232	216226	3801812	3130431000	2873595684	124492170	0.545722	0.53302	0.608755
M301147	5427462	23426	130324	5266326	814119300	3220357	359254413	0.771114	0.480094	0.646053
M301148	6720474	5793540	52478	1357092	1008071100	857648116	66988656	0.540065	0.506692	0.55787
M301149	2345602	1797416	26172	715125	351840300	264686483	38367955	0.58084	0.525576	0.494916
M301150	547422	310694	4784	293335	82113300	44980489	16175829	0.638103	0.533687	0.462722
M301151	5460564	4727898	60036	1157015	819084600	697254285	53050018	0.551161	0.518868	0.563603
M301152	21371268	19728718	246272	2790699	3205690200	2924810410	106630179	0.532257	0.514848	0.442383
M301153	19468704	18714948	203660	2806930	2920305600	2757993591	74870335	0.548056	0.540826	0.261743
M301154	21823800	20123304	284716	2411496	3273570000	2989886632	97979102	0.521361	0.503668	0.39751
M301155	1959662	1558046	22758	495959	293949300	229897930	27456374	0.555175	0.50425	0.550466
M301156	618230	434024	6112	251665	92734500	62922897	13736835	0.600617	0.530692	0.541184
M301157	20858918	19295078	263866	2222793	3128837700	2868102390	91633780	0.521896	0.504315	0.385664
M301158	18547654	12693384	222678	6560790	2782148100	1874620933	387660485	0.588639	0.507133	0.487049
M301159	21692644	19469176	270216	2861587	3253896600	2890046809	139662671	0.531087	0.50729	0.445023
M301160	618120	407876	7288	275840	92718000	58923203	15762585	0.617095	0.545164	0.501352
M301161	16131838	15134482	253224	1269641	2419775700	2252485626	45013517	0.512629	0.499534	0.329402
M301162	33272242	31935890	345298	3412585	4990836300	4733012948	99895139	0.516785	0.508543	0.364581
M301163	20155448	18470788	192570	3170416	3023317200	2727830256	128446003	0.524823	0.503817	0.179525
M301164	25701672	24653016	301700	2675002	3855250800	3651841999	75072761	0.510946	0.502148	0.333415
M301165	1650666	1006724	16296	778909	247599900	146819660	45618438	0.624339	0.530324	0.592163
M301166	18168272	16511340	258644	2298641	2725240800	2445390477	98401796	0.523592	0.500908	0.2866
M301167	368180	297258	3828	145336	55227000	42245639	6702227	0.563307	0.519769	0.557135
M301168	24598418	23263888	283036	2474673	3689762700	3450401128	83395703	0.509452	0.496149	0.561412
M301169	17945292	17136322	224898	1468056	2691793800	2545582557	45715102	0.511919	0.502316	0.447566
M301170	479886	411470	4388	146071	71982900	59404388	6349688	0.54266	0.508114	0.620718
M301171	6981916	6287602	29330	4415842	1047287400	844386792	140073498	0.560274	0.538355	0.448244
M301172	19966204	18439074	162814	2353230	2994930600	2742246676	102237800	0.515921	0.496152	0.453392
M301173	21020644	19409314	283810	2524226	3153096600	2879466801	99783215	0.519335	0.500879	0.529745
M301174	1955468	657556	11812	1394177	293320200	95438012	88266566	0.699485	0.561393	0.626862
M301175	1723954	1402544	20068	454482	258593100	205812122	22706268	0.550762	0.506089	0.598864
M301176	3192602	22804	33254	3110846	478890300	3177022	204950040	0.773151	0.487066	0.609465
M301177	22119696	20656622	238526	2384771	3317954400	3067948028	99071556	0.517614	0.502757	0.443509
M301178	16964248	16018802	173596	1747108	2544637200	2376902243	65143394	0.517522	0.504751	0.529164
M301179	22637930	21988944	197504	1426037	3395689500	3275893114	42282557	0.503339	0.497275	0.229621
M301180	809598	241612	9692	628491	121439700	33801077	39815983	0.693447	0.515449	0.518586
M301181	27461194	26230458	222804	2415495	4119179100	3900645064	86416738	0.507915	0.496697	0.363624
M301182	23728920	21177930	254470	3464706	3559338000	3144757738	167225622	0.528942	0.500721	0.417241
M301183	2137902	315030	21088	1858103	320685300	44638564	123316805	0.725124	0.506746	0.585306
M301184	26828348	26102350	235150	1698210	4024252200	3886756518	48051811	0.503725	0.498255	0.392779
M301185	18507820	17321184	275146	2134117	2776173000	2561773056	74509015	0.514762	0.500321	0.516957
M301186	422514	20018	2544	403835	63377100	2661437	25422099	0.765594	0.589904	0.717605
M301187	4110364	2938998	27324	1650967	616554600	426143199	83732539	0.591757	0.513717	0.377964
M301188	10786036	10019130	117908	2342968	1617905400	1455739909	86552281	0.532822	0.517825	0.366754
M301189	1486672	950652	14424	671203	223000800	138237644	35696483	0.610141	0.513673	0.499746
M301190	525722	148674	4466	389487	78858300	21628791	24018089	0.685955	0.444211	0.526598
M301191	11528762	10877142	163628	1972108	1729314300	1591867535	68569683	0.523325	0.512109	0.429542
M301192	24762894	23123088	315214	4151473	3714434100	3393125456	150071951	0.527185	0.511365	0.441076
M301193	45115206	44048974	465896	5352831	6767280900	6492657204	148816544	0.511454	0.507281	0.433376
M301194	7814294	7556602	85932	1051032	1172144100	1111349314	32135103	0.509435	0.502573	0.387045
M301195	16705750	16058630	186676	2651835	2505862500	2349959156	85306629	0.522342	0.51456	0.385927
M301196	135022	32138	1068	113906	20253300	4326391	6871019	0.719064	0.552288	0.553362
M301197	246402	11698	1440	236077	36960300	1583344	14452507	0.77307	0.56676	0.683485
M301198	17688822	16522472	232412	2752636	2653323300	2429217391	104108206	0.525112	0.50973	0.415146
M301199	12961030	12652914	135112	1690189	1944154500	1859834575	46632577	0.512086	0.507917	0.300042
M301200	14787112	13872118	162756	2249853	2218066800	2042232046	80064887	0.522363	0.507507	0.361583
M301201	8845368	8479262	92520	1529308	1326805200	1238968845	48332276	0.527128	0.518459	0.37563
M301202	18297112	16550808	174542	3994557	2744566800	2421349817	156820228	0.536084	0.514064	0.45755
M301203	20877078	18290984	170336	4406361	3131561700	2695064572	195080684	0.540294	0.508611	0.467138
M301204	1707226	1374366	24626	420535	256083900	202997929	21102078	0.565003	0.51242	0.164404
M301205	996738	472396	7384	598368	149510700	68588900	34589173	0.659173	0.524713	0.547604
M301206	3557858	2824102	25372	1057586	533678700	414194873	53260443	0.5594	0.505299	0.459939
M301207	1935000	5712	15360	1896936	290250000	777277	115666438	0.782682	0.577322	0.78386
M301208	8241348	7454764	89326	1661172	1236202200	1091953478	67900013	0.526637	0.503331	0.496965
M301209	1679660	503530	15972	1203218	251949000	73953994	74264423	0.681752	0.440601	0.691268
M301210	18899910	17174342	216044	3274505	2834986500	2533105239	131284580	0.527383	0.504928	0.320856
M301211	34808450	33880864	286226	3641291	5221267500	5014029394	104072891	0.506696	0.501078	0.509958
M301212	64154840	62283432	681388	11503414	9623226000	9071548669	337555987	0.518118	0.513473	0.47389
M301213	728336	134082	5100	603814	109250400	19516520	36225219	0.729762	0.512493	0.65997
M301214	6399700	5881298	155796	847821	959955000	868919248	32624237	0.524228	0.506737	0.256866
M301215	2430908	357646	15772	2107857	364636200	51260685	130958811	0.739269	0.515929	0.691092
M301216	37691894	35283240	474508	6529044	5653784100	5171815450	235140509	0.53277	0.518577	0.434121
M301217	681984	39070	2248	647286	102297600	5367740	40299054	0.758797	0.570072	0.693483
M301218	828890	58580	2828	782721	124333500	8047554	47843518	0.758436	0.495405	0.705404
M301219	26703822	24356692	297886	5797737	4005573300	3557826106	219221763	0.534177	0.511895	0.509561
M301220	125968	105676	4984	17175	18895200	15770597	986146	0.53162	0.492908	0.267179
M301221	799018	65972	3944	734372	119852700	9488921	46091725	0.761711	0.552701	0.769705
M301222	3567672	2837840	50356	878596	535150800	419868914	47112128	0.558903	0.503693	0.311932
M301223	36858972	30607784	630362	8963624	5528845800	4500300404	423427799	0.557017	0.514612	0.536874
M301224	13456704	11778032	207192	2843400	2018505600	1727789964	125423125	0.536878	0.505125	0.484692
M301225	7281544	5970356	91272	1801395	1092231600	879211553	91686590	0.53854900000000006	0.488409	0.528797
M301226	4745660	1302138	44294	3445261	711849000	193102481	213377446	0.712506	0.542796	0.731049
M301227	986246	514644	9658	501150	147936900	76200589	29733998	0.657624	0.541001	0.592136
M301228	1675814	3432	12222	1646886	251372100	466838	104726705	0.770574	0.578706	0.766566
M301229	17231078	16276280	181350	2423099	2584661700	2400441536	85989442	0.505288	0.491819	0.50996
M301230	1224694	83512	7306	1124567	183704100	12368729	70984602	0.760856	0.508972	0.748817
M301231	1112550	57308	12302	1036192	166882500	8513050	65524741	0.768767	0.630939	0.749279
M301232	393782	384	2350	387338	59067300	54772	23951926	0.785715	0.604689	0.593349
M301233	35412012	33770122	454040	5371572	5311801800	4957375530	174983641	0.528021	0.518487	0.487113
M301234	897042	220852	7456	704837	134556300	31883776	41259959	0.708315	0.474577	0.715681
M301235	4688402	3785548	81758	1522596	703260300	548687079	69634762	0.535812	0.48015	0.534725
M301236	1192412	943544	20524	367405	178861800	137553502	18243164	0.532177	0.472568	0.426192
M301237	1795928	1037498	34274	762692	269389200	153842749	46403808	0.589701	0.45028	0.416147
M301238	1402656	495588	14166	951666	210398400	72553279	57719562	0.668276	0.464331	0.616214
M301239	1661694	111136	6634	1565665	249254100	15570962	97949848	0.764869	0.563086	0.7678
M301240	3546094	2505918	35076	1520562	531914100	361936345	76580813	0.583457	0.499145	0.597742
M301241	2133642	29732	9354	2087083	320046300	4107341	131953916	0.779549	0.585157	0.783176
M301242	10458364	9770588	210190	1783803	1568754600	1430987044	61520054	0.46138	0.443224	0.48174
M301243	1318528	1038718	19458	466916	197779200	150892889	20316841	0.546984	0.484776	0.524365
M301244	1478784	894514	19374	664580	221817600	131251755	38406065	0.590472	0.472442	0.62944
M301245	971326	560700	9110	582119	145698900	78953630	29045123	0.614911	0.494585	0.615688
M301246	411500	61288	2560	367244	61725000	8395169	22573025	0.756837	0.593985	0.64662
M301247	1589058	1119290	29176	702522	238358700	160838117	33836472	0.587446	0.515695	0.591404
M301248	2581266	2253082	43904	657416	387189900	328347556	26692954	0.511823	0.477005	0.520449
M301249	543690	264730	3858	337605	81553500	37812290	19100039	0.64991	0.515435	0.693899
M301250	2598990	1465910	19580	1410699	389848500	212700403	77051939	0.610677	0.486503	0.577945
M301251	7243132	6527664	99266	1149998	1086469800	965435804	51053420	0.48493000000000003	0.455901	0.606122
M301252	6512540	5642734	120728	1441274	976881000	828532677	63236424	0.510705	0.473504	0.583827
M301253	1678570	78392	9760	1595870	251785500	11017079	96935619	0.784026	0.583313	0.770934
M301254	346574	24336	3630	319249	51986100	3471105	19527524	0.767169	0.597717	0.702442
M301255	2834520	2245092	70162	808036	425178000	328227760	39874295	0.604796	0.565986	0.582738
M301256	70122736	67290176	1325760	7062383	10518410400	9953158200	221712458	0.438903	0.429672	0.307282
M301257	406622	214910	4226	245320	60993300	30418998	13135601	0.665431	0.560191	0.638529
M301258	1519160	1100778	22336	570019	227874000	160581318	27741133	0.578376	0.498695	0.58509
M301259	3608056	3389698	52196	542308	541208400	499864288	18386215	0.517965	0.504845	0.60234
M301260	193820	89350	2810	124598	29073000	12714914	6871646	0.68523	0.571326	0.576236
M301261	42182008	40564574	685518	6755641	6327301200	5952620717	185037828	0.478549	0.470286	0.627213
M301262	14850188	14186374	264494	2701779	2227528200	2078195661	72720865	0.506535	0.497322	0.616832
M301263	529366	252950	7358	347306	79404900	35407054	19324766	0.671012	0.561768	0.61605
M301264	456298	267802	5696	234211	68444700	38217325	12415881	0.619261	0.509699	0.516434
M301265	4119510	3808586	64764	1096206	617926500	549808306	36569561	0.515445	0.497902	0.611056
M301266	10484894	1247352	121680	9176352	1572734100	182690234	577613087	0.745621	0.470133	0.732471
M301267	772242	51398	2628	725514	115836300	7246050	45358859	0.770793	0.536581	0.796398
M301268	3335814	1862902	38570	1634016	500372100	273342005	90287014	0.596302	0.450272	0.655458
M301269	1323382	29520	18426	1275060	198507300	4092367	77354207	0.779606	0.583042	0.765261
M301270	61458290	55973998	1313888	9150631	9218743500	8261407696	374641040	0.453319	0.426816	0.546982
M301271	3875854	3078054	75230	1187062	581378100	449005865	56160057	0.506173	0.43774	0.558911
M301272	585680	7952	7130	568422	87852000	1091050	36071433	0.772533	0.586956	0.781154
M301273	364470	160994	2674	239324	54670500	22989449	13168756	0.666355	0.527365	0.7056
M301274	1236534	129940	18372	1118054	185480100	18289726	67693366	0.752222	0.57665	0.717439
M301275	9840392	8194288	191976	2401335	1476058800	1205689370	114268854	0.5019	0.448908	0.618029
M301276	3606226	2881888	59766	1113145	540933900	420917659	52300078	0.531106	0.4716	0.631468
M301277	849366	257768	7710	628928	127404900	37366015	36667643	0.694477	0.486402	0.700628
M301278	5762046	2285760	79090	3669822	864306900	334525851	213411425	0.651469	0.454157	0.696774
M301279	1468508	394644	22032	1135585	220276200	56480630	66346260	0.699182	0.492991	0.732869
M301280	44355432	41732678	709750	8860424	6653314800	6082520743	290085764	0.45332	0.435538	0.582237
M301281	46591392	43787846	794122	4757142	6988708800	6496871144	189688179	0.43648	0.419357	0.25353
M301282	23621430	18573956	314360	6464485	3543214500	2739411081	329082355	0.56376	0.50627200000000006	0.590589
M301283	18571602	14187464	190976	5764680	2785740300	2085440376	305518764	0.569719	0.507724	0.617421
M301284	5295806	47862	50366	5146760	794370900	6336607	327383265	0.778266	0.600602	0.726161
M301285	11151732	7356304	145518	4349056	1672759800	1084982341	247792852	0.603616	0.514007	0.617841
M301286	3237530	46898	14166	3168528	485629500	6393667	200118148	0.781386	0.57922	0.794742
M301287	16073384	13419474	177180	4093757	2411007600	1969732919	190557692	0.556548	0.515488	0.573383
M301288	1813606	35386	5438	1773383	272040900	4756545	112197023	0.766718	0.580296	0.738286
M301289	15702974	12774206	397080	3438669	2355446100	1889683024	171910635	0.557228	0.512453	0.513469
M301290	4012748	73910	25818	3896511	601912200	10218565	235613235	0.773345	0.581113	0.832768
M301291	13642870	43814	81466	13414166	2046430500	6082552	812477978	0.784973	0.567913	0.825614
M301292	23075338	16367676	317756	8222157	3461300700	2401417530	443654790	0.586048	0.511351	0.545314
M301293	2274650	4464	7952	2243731	341197500	613160	142077559	0.788281	0.588196	0.795103
M301294	2123976	27824	8758	2080748	318596400	3834367	127241556	0.77687	0.588604	0.806405
M301295	5227518	4493086	56928	1187476	784127700	661212124	54051686	0.548696	0.513261	0.339402
M301296	27402166	24950766	191872	4791013	4110324900	3683934184	198230736	0.536297	0.513518	0.434208
M301297	6609614	5785912	73382	1570764	991442100	847545419	66143952	0.555599	0.524259	0.399805
M301298	11777280	10356384	135068	2381951	1766592000	1525768950	106357479	0.582503	0.559012	0.588302
M301299	517116	105854	2446	445524	77567400	14502813	27061879	0.733174	0.564943	0.740534
M301300	6721280	43520	45214	6460843	1008192000	5846677	409380706	0.787086	0.598022	0.794039
M301301	8183878	6939118	101454	2161934	1227581700	1012368784	96819008	0.558502	0.522358	0.582707
M301302	22473166	16650164	318722	6637339	3370974900	2467398320	360491571	0.570781	0.502587	0.556247
M301303	15471546	8047900	172510	7555365	2320731900	1194420840	461206419	0.63658	0.502169	0.549859
M301304	2077188	952780	12234	1322882	311578200	136385954	76138657	0.645243	0.486383	0.689989
M301305	26335090	24079740	270350	4572579	3950263500	3546445533	183936485	0.542302	0.522081	0.547628
M301306	3708420	2208238	32170	1543155	556263000	326467972	88891739	0.622532	0.511985	0.41388200000000003
M301307	2056794	43688	18006	1982813	308519100	6092764	125388931	0.776459	0.592727	0.760668
M301308	1745162	247616	8964	1511849	261774300	35960870	90204998	0.749652	0.524157	0.784501
M301309	1814446	65242	7932	1747121	272166900	9007457	109755579	0.777333	0.583615	0.834425
M301310	22047172	15873198	265128	7373834	3307075800	2341034293	407339325	0.580882	0.506807	0.579386
M301311	21018634	18666164	328820	3997227	3152795100	2747736585	174430395	0.53758	0.510848	0.490425
M301312	29490128	25919948	311338	5367086	4423519200	3837901529	251026582	0.544156	0.512868	0.531593
M301313	35952390	33872288	352116	4499541	5392858500	5013119442	173158208	0.518445	0.504083	0.487338
M301314	56099234	51591436	699184	7662730	8414885100	7647511390	314797764	0.536255	0.517285	0.535984
M301315	48840902	42508290	524228	9104737	7326135300	6296357649	438235278	0.550443	0.518034	0.480865
M301316	49932770	46074900	686924	5928564	7489915500	6844047948	251706476	0.540242	0.523524	0.503539
M301317	38593026	35679466	654408	5962892	5788953900	5254557990	221904222	0.536129	0.51912	0.528488
M301318	23852646	19781018	523264	5060273	3577896900	2925111968	257243613	0.560257	0.521548	0.516868
M301319	5644404	33024	18234	5561465	846660600	4466183	336246812	0.784708	0.608269	0.843792
M301320	2197420	8766	9966	2163481	329613000	1220232	136763653	0.781112	0.591812	0.821164
M301321	1738740	263950	7744	1506755	260811000	38049471	90316527	0.737896	0.456617	0.763145
M301322	19823580	14589406	168650	6610429	2973537000	2149468686	342613872	0.591334	0.520243	0.617323
M301323	40042522	36237756	393610	6005967	6006378300	5373159688	271205007	0.529526	0.505303	0.631455
M301324	42902656	38907532	511684	6065587	6435398400	5773738750	275674220	0.526843	0.503906	0.556758
M301325	9834130	8396604	159666	2117481	1475119500	1236758682	98555325	0.559288	0.525037	0.557915
M301326	30101098	19547550	574116	11607953	4515164700	2883987239	639593406	0.604682	0.508654	0.617256
M301327	2355068	1715086	34488	833663	353260200	250793689	42854662	0.592015	0.524862	0.601295
M301328	698222	105412	3532	627859	104733300	14319082	36753627	0.758658	0.610112	0.764748
M301329	42626994	39640066	525756	5958511	6394049100	5859810759	233983852	0.52536	0.509117	0.572101
M301330	3839070	1768750	35176	2332751	575860500	256664512	127968891	0.639168	0.468859	0.695026
M301331	7349502	47618	92368	6914758	1102425300	6171113	439410939	0.784162	0.61996	0.784647
M301332	4322924	2942804	173834	1344541	648438600	436231870	75517915	0.534667	0.432051	0.528613
M301333	1133302	75410	5652	1063654	169995300	10646377	66642105	0.772553	0.517428	0.805085
M301334	2712726	217244	22894	2519206	406908900	30756736	157825607	0.760665	0.528889	0.723212
M301335	4649368	1367700	39478	3339015	697405200	199962126	203964700	0.686502	0.438206	0.654762
M301336	6278524	2596746	91322	3835663	941778600	382205986	224658861	0.643684	0.452962	0.659042
M301337	9821024	6745540	126054	4360565	1473153600	973509505	222567607	0.552217	0.448933	0.641557
M301338	433906	123732	3138	330149	65085900	17869844	19292911	0.695495	0.501588	0.660609
M301339	304268	103450	2684	220893	45640200	14843538	13103088	0.683614	0.504922	0.619763
M301340	508784	49392	2442	468283	76317600	6917815	29098133	0.759913	0.502073	0.761242
M301341	1877262	38014	74502	1261496	281589300	4468452	81227554	0.810268	0.717659	0.466323
M301342	2437622	1673244	32424	896844	365643300	246432773	48476668	0.557441	0.459689	0.554388
M301343	507628	18832	4746	485813	76144200	2605825	29124928	0.779201	0.590882	0.78589
M301344	814018	352522	8650	518290	122102700	50991492	30296598	0.651556	0.497572	0.638207
M301345	9517976	8904290	126878	1724468	1427696400	1304473748	59870837	0.457845	0.437817	0.486051
M301346	5109330	254308	32972	4804049	766399500	36758080	304228420	0.768497	0.498981	0.341158
M301347	11980100	7023184	135008	5630530	1797015000	1032551089	328177651	0.587086	0.455137	0.564634
M301348	2173140	819454	24468	1472793	325971000	118933247	87388850	0.680467	0.50626	0.664376
M301349	826306	88330	4646	757952	123945900	12263554	45378346	0.755933	0.542344	0.739254
M301350	1150820	285826	6848	926177	172623000	40704316	55874251	0.713831	0.484939	0.724655
M301351	22266604	17068440	303212	6419930	3339990600	2521745359	345274220	0.527619	0.452723	0.601035
M301352	7569978	4742178	83726	3476416	1135496700	692044137	187909794	0.581096	0.462636	0.616177
M301353	2858320	514388	28304	2378296	428748000	74988049	148367363	0.726228	0.474219	0.682555
M301354	63640770	60540286	1164734	7383716	9546115500	8954995640	237021355	0.441295	0.428343	0.379769
M301355	586478	20430	4436	560656	87971700	2939040	35365260	0.780348	0.583438	0.798884
M301356	2849960	1174154	33062	1855698	427494000	170410718	109303358	0.655912	0.47957	0.680317
M301357	2443402	1387880	27048	1302654	366510300	200648804	71988727	0.608788	0.478796	0.657903
M301358	15223312	14333534	248324	3032971	2283496800	2089068305	100986534	0.47254	0.457577	0.600963
M301359	19184664	13968438	251670	6748882	2877699600	2048423625	349215539	0.530469	0.439165	0.633679
M301360	24518518	22532162	300378	4335575	3677777700	3315709954	162416261	0.455034	0.427711	0.632832
M301361	8426948	2287556	117252	6261207	1264042200	334208993	377540935	0.696802	0.446662	0.715642
M301362	3544754	34908	14818	3468502	531713100	4854556	219170015	0.771595	0.5334	0.807185
